word,word,sig
Werbung,Firmen,18.13
und,zwar,18.13
Diskussion,große,18.13
Facebook,Informationen,18.12
bezahlt,Wulff,18.12
bei,Bayern München,18.12
Wulff,bezahlt,18.12
Olympischen Spiele,Die Chefs,18.12
Die Chefs,Olympischen Spiele,18.12
Informationen,Facebook,18.12
neues,bauen,18.12
bauen,neues,18.12
Bayern München,bei,18.12
”,Eurovision,18.1
Song,”,18.1
Partei,Grüne,18.1
Led Zeppelin,”,18.1
Grüne,Partei,18.1
Contest,”,18.1
”,Song Contest,18.1
Eurovision,”,18.1
Zeppelin,”,18.1
wohnen,so,18.1
”,Eurovision Song,18.1
”,Contest,18.1
”,Zeppelin,18.1
”,Eurovision Song Contest,18.1
Song Contest,”,18.1
”,Song,18.1
Led,”,18.1
25,Jahren,18.1
”,Led Zeppelin,18.1
Eurovision Song Contest,”,18.1
Land,seinem,18.1
”,Led,18.1
seinem,Land,18.1
Jahren,25,18.1
so,wohnen,18.1
Eurovision Song,”,18.1
Spanien,Barcelona,18.09
hat,Europäische Union,18.09
er,ins,18.09
Mannschaft,4,18.09
Europäische Union,hat,18.09
Barcelona,Spanien,18.09
hat,niemand,18.09
4,Mannschaft,18.09
ins,er,18.09
niemand,hat,18.09
besten,bekommen,18.08
wird,genau,18.08
genau,wird,18.08
bekommen,besten,18.08
viele,zerstört,18.07
soll,Zukunft,18.07
zerstört,viele,18.07
Zukunft,soll,18.07
retten,zu,18.06
Geld,Amazon,18.06
Amazon,Geld,18.06
Vettel,nächsten,18.06
zu,retten,18.06
nächsten,Vettel,18.06
endete,2,18.05
Fußball-National-Mannschaft,spielt,18.05
spielt,Fußball-National-Mannschaft,18.05
2,endete,18.05
Um,es,18.05
es,Um,18.05
Michael Schumacher,Vettel,18.04
Vettel,Michael Schumacher,18.04
hat,gesammelt,18.04
Mitarbeiter,Geheim-Dienst,18.04
hat,Formel 1,18.04
gesammelt,hat,18.04
Geheim-Dienst,Mitarbeiter,18.04
Formel 1,hat,18.04
So,etwas,18.03
etwas,So,18.03
Papst,genug,18.02
gestritten,haben,18.02
haben,gestritten,18.02
genug,Papst,18.02
Bulgarien,gegen,18
in,in Ordnung,18
in,Ordnung,18
Spielerinnen,gegen,18
gestürzt,auf,18
Reise,auf,18
auf,Reise,18
gegen,Bulgarien,18
gegen,Spielerinnen,18
in Ordnung,in,18
Gesetz,ein,18
Leichter,in,18
kosten,soll,18
in,Leichter,18
Ordnung,in,18
ein,Gesetz,18
soll,kosten,18
auf,gestürzt,18
Faymann,Partei,17.99
Partei,Faymann,17.99
gesagt,was,17.98
katholischen,Regeln,17.98
Regeln,katholischen,17.98
Olympischen,die,17.98
Aber,es gibt,17.98
was,gesagt,17.98
es gibt,Aber,17.98
die,Olympischen,17.98
einen,bekommt,17.97
bekommt,einen,17.97
darf,nie wieder,17.96
auch,Man,17.96
nie wieder,darf,17.96
Man,auch,17.96
heißt,Chefin,17.94
Götze,Vertrag,17.94
Chefin,heißt,17.94
Mannschaft,Meister,17.94
Meister,Mannschaft,17.94
Vertrag,Götze,17.94
protestiert,Gesetz,17.93
Polizisten,auf,17.93
Musiker,spielen,17.93
Gesetz,protestiert,17.93
Buch-Messe,Schweiz,17.93
weiß,dauern,17.93
Schweiz,Buch-Messe,17.93
spielen,Musiker,17.93
auf,Polizisten,17.93
dauern,weiß,17.93
in,Kirche,17.93
Kirche,in,17.93
Punkte,schon,17.92
Thailand,Land,17.92
Rolle,ihre,17.92
überlegen,jetzt,17.92
schon,Punkte,17.92
dabei sein,Olympischen,17.92
Olympischen,dabei sein,17.92
Land,Thailand,17.92
jetzt,überlegen,17.92
ihre,Rolle,17.92
Verfassung,die,17.91
Hause,zurück,17.91
Lettland,bezahlen,17.91
die,Verfassung,17.91
Weil,konnte,17.91
bezahlen,Lettland,17.91
zurück,Regierungs-Chefin,17.91
Regierungs-Chefin,zurück,17.91
wer,entscheiden,17.91
entscheiden,wer,17.91
konnte,Weil,17.91
Champions-League,die,17.91
herausfinden,wer,17.91
wer,herausfinden,17.91
arbeiten,könnte,17.91
die,Champions-League,17.91
zurück,Hause,17.91
könnte,arbeiten,17.91
Wochen,vor,17.9
19.,März,17.9
März,19.,17.9
oft,sehr,17.9
vor,Wochen,17.9
sehr,oft,17.9
besten,Filme,17.89
gewonnen,Champions,17.89
bei,Doktor-Arbeit,17.89
einholen,schon,17.89
Champions,gewonnen,17.89
schon,einholen,17.89
Hockey-National-Mannschaft,schon,17.89
schon,Hockey-National-Mannschaft,17.89
Filme,besten,17.89
Doktor-Arbeit,bei,17.89
haben,haben wir,17.88
haben wir,haben,17.88
Minister,Bundes-Kanzlerin,17.88
haben,geschlagen,17.88
Die,gestimmt,17.88
zu haben,haben,17.88
gestimmt,Die,17.88
geschlagen,haben,17.88
Bundes-Kanzlerin,Minister,17.88
haben,zu haben,17.88
WM,bei,17.87
USA,vergeben,17.87
Diese,Deutschlandfunk,17.87
Bundes-Präsident,lang,17.87
vergeben,USA,17.87
bei,WM,17.87
lang,Bundes-Präsident,17.87
Deutschlandfunk,Diese,17.87
Straßen,den,17.86
den,Straßen,17.86
sich,ändern,17.86
Familien,Gauck,17.86
Gauck,Familien,17.86
Schluss,Tor,17.86
Tor,Schluss,17.86
ändern,sich,17.86
andere,eine,17.85
besonderes,ganz,17.85
eine,andere,17.85
ganz,besonderes,17.85
Politiker,und,17.84
CSU,zusammen mit,17.84
sein,gewesen,17.84
zusammen mit,CSU,17.84
und,Politiker,17.84
gewesen,sein,17.84
Anfang,am,17.84
am,Anfang,17.84
Jahre,25,17.83
Ein,Rest,17.83
25,Jahre,17.83
geht,denen,17.83
Rest,Ein,17.83
denen,geht,17.83
so,weil,17.82
nicht,mitspielen,17.82
19. August,am,17.82
12,Film,17.82
Deutschland,für,17.82
mitspielen,nicht,17.82
Film,12,17.82
am,19. August,17.82
weil,so,17.82
für,Deutschland,17.82
Moment,Sebastian Vettel,17.81
untersucht,genau,17.81
Sebastian Vettel,Moment,17.81
Jahr,1974,17.81
ist,teuer,17.81
:,gefragt,17.81
Jahr,Pulitzer-Preis,17.81
ist,getreten,17.81
teuer,ist,17.81
2002,Jahr,17.81
Unwort,Jahr,17.81
in,Formel 1,17.81
2017,Jahr,17.81
Jahr,2022,17.81
Jahr,2017,17.81
zu Ende,ist,17.81
Formel 1,in,17.81
getreten,ist,17.81
1974,Jahr,17.81
Jahr,Unwort,17.81
genau,untersucht,17.81
Jahr,2002,17.81
2022,Jahr,17.81
gefragt,:,17.81
ist,zu Ende,17.81
Pulitzer-Preis,Jahr,17.81
werden,können,17.8
Jahr,200,17.8
Flugzeuge,geschickt,17.8
Arsenal,zu 1,17.8
geschickt,Flugzeuge,17.8
können,werden,17.8
zu 1,Arsenal,17.8
200,Jahr,17.8
angegriffen,haben,17.79
sie,rauchen,17.79
rauchen,sie,17.79
haben,beschwert,17.79
beschwert,haben,17.79
haben,angegriffen,17.79
gebaut,Schloss,17.78
vergangenen,den,17.78
den,vergangenen,17.78
Schloss,gebaut,17.78
Weil,er,17.77
Internet,Immer,17.77
Immer,Internet,17.77
Politiker,darüber,17.77
er,Weil,17.77
bekam,für,17.77
für,bekam,17.77
darüber,Politiker,17.77
Gegnern,mit,17.76
G-8-Länder,sich,17.76
sich,G-8-Länder,17.76
für,Menschen-Rechte,17.76
sich,angesehen,17.76
trafen,sich,17.76
Absicht,mit,17.76
macht sich,sich,17.76
vermehren,sich,17.76
anstrengen,sich,17.76
sich,verschaffen,17.76
zusammen arbeitet,mit,17.76
sich,macht sich,17.76
sich,auskennen,17.76
getrennt,sich,17.76
Abkürzung für,für,17.76
mit,zusammen arbeitet,17.76
Menschen-Rechte,für,17.76
sich,bewerben,17.76
verschaffen,sich,17.76
Arbeit suchen,sich,17.76
beteiligen,sich,17.76
eng,arbeiten,17.76
führte,mit,17.76
treffen sich,sich,17.76
sich,trafen,17.76
bewerben,sich,17.76
angesehen,sich,17.76
sich,Tribüne,17.76
sich,verkleiden,17.76
arbeiten,eng,17.76
für,bewerben,17.76
sich,getrennt,17.76
sich,anstrengen,17.76
Spielen,Medaillen,17.76
Medaillen,Spielen,17.76
bewerben,für,17.76
verkleiden,sich,17.76
mit,führte,17.76
sich,beteiligen,17.76
für,Abkürzung für,17.76
sich,vermehren,17.76
sich,Arbeit suchen,17.76
für,Regie,17.76
mit,Absicht,17.76
mit,Gegnern,17.76
Regie,für,17.76
sich,treffen sich,17.76
auskennen,sich,17.76
mit,Gewehren,17.76
Tribüne,sich,17.76
Gewehren,mit,17.76
Minister-Präsident,Er,17.75
bin,Er,17.75
Er,Minister-Präsident,17.75
Er,bin,17.75
soll,wie,17.74
Dezember,3.,17.74
wie,soll,17.74
Verein,Toren,17.74
3.,Dezember,17.74
Toren,Verein,17.74
“,Turner-Preis,17.73
“,French Open,17.73
“,Le Monde,17.73
Ring des Nibelungen,“,17.73
wichtiger,sehr,17.73
Großer Preis,“,17.73
Homeland,“,17.73
Palast,“,17.73
Random,“,17.73
Verpackung,“,17.73
Nation,“,17.73
Fußball-Verein,dem,17.73
et,“,17.73
Wut-Bürger,“,17.73
“,and,17.73
“,The Doors,17.73
Mitarbeiter,haben,17.73
“,-,17.73
“,American,17.73
“,et,17.73
Musik-Wettbewerb,“,17.73
French,“,17.73
“,Wut-Bürger,17.73
alten,mit,17.73
“,Großer Preis,17.73
Findet,“,17.73
“,Penguin,17.73
“,Monde,17.73
The Doors,“,17.73
Penguin,“,17.73
Le Monde,“,17.73
sehr,wichtiger,17.73
Französisch,“,17.73
“,Homeland,17.73
Doors,“,17.73
House,“,17.73
dem,Fußball-Verein,17.73
La,“,17.73
“,Gravity,17.73
“,French,17.73
“,Le,17.73
“,Nibelungen,17.73
“,Musik-Wettbewerb,17.73
“,Französisch,17.73
and,“,17.73
Nibelungen,“,17.73
mit,alten,17.73
“,Hanabi,17.73
Turner-Preis,“,17.73
“,Nation,17.73
Random House,“,17.73
French Open,“,17.73
“,Gefühl,17.73
Cup,“,17.73
“,Doors,17.73
“,Ring des Nibelungen,17.73
“,Hustle,17.73
American,“,17.73
“,Random,17.73
Hustle,“,17.73
“,Cup,17.73
Mal,2,17.73
Gravity,“,17.73
Monde,“,17.73
“,Random House,17.73
Untergrund,“,17.73
“,Findet,17.73
Sportler,Olympischen Spielen,17.73
“,La,17.73
Hanabi,“,17.73
Palast der Republik,“,17.73
haben,Mitarbeiter,17.73
“,Palast der Republik,17.73
oder,essen,17.73
2,Mal,17.73
-,“,17.73
“,Untergrund,17.73
“,Brit-Awards,17.73
Brit-Awards,“,17.73
“,Krimi-Serie,17.73
“,Palast,17.73
Le,“,17.73
Olympischen Spielen,Sportler,17.73
“,House,17.73
Gefühl,“,17.73
Krimi-Serie,“,17.73
“,Verpackung,17.73
essen,oder,17.73
Arbeit,machen,17.72
Genf,Stadt,17.72
andere,viele,17.72
Künstler,Der,17.72
machen,Arbeit,17.72
Stadt,Genf,17.72
Der,Künstler,17.72
viele,andere,17.72
besteht,aus,17.71
aus,besteht,17.71
aus,Finnland,17.71
Mittwoch,gespielt,17.71
sagen,Menschen,17.71
aus,besteht aus,17.71
bestand aus,aus,17.71
1. Mal,dass,17.71
gespielt,Mittwoch,17.71
gleichen,dass,17.71
aus,Ost-Europa,17.71
dass,gleichen,17.71
Menschen,sagen,17.71
besteht aus,aus,17.71
Ost-Europa,aus,17.71
aus,bestand aus,17.71
Finnland,aus,17.71
dass,1. Mal,17.71
Finanz-Amt,Weil,17.7
dort,,,17.7
Wort,”,17.7
Manchester,Fußball-Verein,17.7
Weil,Finanz-Amt,17.7
”,Wort,17.7
Fußball-Verein,Manchester,17.7
,,dort,17.7
Krankheit,kann,17.69
Mond,auf,17.69
auf,Mond,17.69
kann,Krankheit,17.69
Stunde,für,17.68
für,Stunde,17.68
ganze,die,17.67
die,ganze,17.67
gesungen,einer,17.66
7.,am,17.66
der,teilgenommen,17.66
einer,Krise,17.66
einer,steckt,17.66
tun,:,17.66
27.,am,17.66
:,tun,17.66
am,27.,17.66
teilgenommen,der,17.66
einer,gesungen,17.66
Krise,einer,17.66
am,7.,17.66
steckt,einer,17.66
Europäischen Union,Ländern,17.65
Frauen,3,17.65
Ländern,Europäischen Union,17.65
sich,Wenn,17.65
verkaufen,Bücher,17.65
Tennis-Turnier,das,17.65
das,Tennis-Turnier,17.65
3,Frauen,17.65
Wenn,sich,17.65
Bücher,verkaufen,17.65
Frankfurt am Main,der,17.64
der,Tabelle,17.64
der,Frankfurt am Main,17.64
sind,beiden,17.64
finden,zu,17.64
Schriftsteller,tot,17.64
der,Main,17.64
englische,gegen,17.64
Main,der,17.64
gegen,englische,17.64
Bürgermeister,der,17.64
der,Bürgermeister,17.64
Tabelle,der,17.64
tot,Schriftsteller,17.64
zu,finden,17.64
beiden,sind,17.64
ihm,von,17.63
Jeder,Mensch,17.63
Mensch,Jeder,17.63
müssen,Eltern,17.63
Eltern,müssen,17.63
Vertrag,EU,17.63
von,ihm,17.63
EU,Vertrag,17.63
Achtel-Finale,im,17.62
Show,“,17.62
protestiert,viele,17.62
viele,protestiert,17.62
“,Show,17.62
im,Achtel-Finale,17.62
sehr,beliebt,17.62
beliebt,sehr,17.62
gewonnen,League,17.61
League,gewonnen,17.61
in,anderen,17.61
anderen,in,17.61
1.000,wurden,17.6
Chef,Philipp,17.6
Mario,München,17.6
ob,noch,17.6
Deutschland,Tore,17.6
Tore,Deutschland,17.6
Bisky,Chef,17.6
wurden,1.000,17.6
kaufen,man,17.6
noch,ob,17.6
Chef,Bisky,17.6
Philipp,Chef,17.6
an,sterben,17.6
sterben,an,17.6
man,kaufen,17.6
München,Mario,17.6
aus,Büchern,17.59
Am,Dezember,17.59
Büchern,aus,17.59
Jürgen,Spiel,17.59
Spiel,Jürgen,17.59
Dezember,Am,17.59
fahren,müssen,17.58
Australien,dem,17.58
dem,Australien,17.58
müssen,fahren,17.58
Film,Goldenen Bären,17.57
heraus,fanden,17.57
wie,wohnen,17.57
Geld,Finanz-Amt,17.57
andere,Strecke,17.57
wohnen,wie,17.57
Strecke,andere,17.57
Goldenen Bären,Film,17.57
Finanz-Amt,Geld,17.57
fanden,heraus,17.57
kamen,verschiedenen,17.56
das,geschafft,17.56
gestorben,Jim,17.56
Jim,gestorben,17.56
gestorben,Henson,17.56
Henson,gestorben,17.56
verschiedenen,kamen,17.56
geschafft,das,17.56
ist,nominiert,17.55
ist,gelandet,17.55
nominiert,ist,17.55
gelandet,ist,17.55
machen,junge,17.54
Europäischen,Parlament,17.54
junge,machen,17.54
Politiker,Europäischen Union,17.54
Syrien,dem,17.54
Parlament,Europäischen,17.54
Europäischen Union,Politiker,17.54
dem,Syrien,17.54
tausend,sind,17.53
kann,Damit,17.53
deutsche,Brot,17.53
so,klein,17.53
dürfen,mehr,17.53
deutsche,Tennis-Spielerin,17.53
mehr,dürfen,17.53
Tennis-Spielerin,deutsche,17.53
darum,vor allem,17.53
klein,so,17.53
protestieren,Mursi,17.53
weiß,nicht,17.53
vor allem,darum,17.53
nicht,weiß,17.53
sind,tausend,17.53
:,Ergebnis,17.53
Europäischen Union,allen,17.53
Damit,kann,17.53
Brot,deutsche,17.53
Ergebnis,:,17.53
allen,Europäischen Union,17.53
Mursi,protestieren,17.53
wollen,Vertrag schließen,17.52
wollen,einen Vertrag schließen,17.52
aus Deutschland,ausgeschieden,17.52
wirklich,passiert,17.52
zum,Militär,17.52
einen Vertrag schließen,wollen,17.52
ausgeschieden,aus Deutschland,17.52
Vertrag schließen,wollen,17.52
Wer,noch,17.52
noch,Wer,17.52
passiert,wirklich,17.52
Militär,zum,17.52
Rennen,Renn-Fahrer,17.51
Dafür,ins,17.51
Rennen,Welt-Meister,17.51
Welt-Meister,Rennen,17.51
3,Tage,17.51
Tage,3,17.51
Renn-Fahrer,Rennen,17.51
ins,Dafür,17.51
werden,gezwungen,17.5
Tieren,werden,17.5
werden,frei gelassen,17.5
gewonnen,diesem,17.5
werden,Zigaretten-Schachteln,17.5
dass,manche,17.5
diesem,gewonnen,17.5
manche,dass,17.5
werden,Tieren,17.5
frei gelassen,werden,17.5
Zigaretten-Schachteln,werden,17.5
gezwungen,werden,17.5
Schalke,Verein,17.49
Verein,Schalke,17.49
Arbeiter,Bahn,17.48
Bahn,Arbeiter,17.48
Monat,bisher,17.48
Welt-Meister,ist,17.48
zum Beispiel,Sängerinnen,17.48
ist,Ergebnis,17.48
Ergebnis,ist,17.48
August,Bundes-Liga,17.48
Bundes-Liga,August,17.48
bisher,Monat,17.48
Sängerinnen,zum Beispiel,17.48
ist,Welt-Meister,17.48
Festival,Das,17.46
nicht,kann,17.46
Euro,etwa,17.46
abgehört,wurde,17.46
kann,nicht,17.46
wurde,abgehört,17.46
ich,nach dem,17.46
Das,Festival,17.46
etwa,Euro,17.46
nach dem,ich,17.46
zur,besten,17.45
besten,zur,17.45
der,steht,17.44
ins,Jahre,17.44
steht,der,17.44
Jahre,ins,17.44
Filme,Jury,17.43
den,Politiker,17.43
Politiker,den,17.43
er,er sie,17.43
Banken,Europäische,17.43
er wird,er,17.43
er sie,er,17.43
Europäische,Banken,17.43
Jury,Filme,17.43
er,er wird,17.43
Finanz-Amt,wenig,17.43
wenig,Finanz-Amt,17.43
alt,21,17.42
21,alt,17.42
Eishockey,Frauen,17.42
München,Trainer,17.42
Trainer,München,17.42
Frauen,Eishockey,17.42
zu,angefangen,17.41
angefangen,zu,17.41
den,,,17.41
Mal,erste,17.41
zu,Hause,17.41
50,mindestens,17.41
verloren,deutsche,17.41
erste,Mal,17.41
mindestens,50,17.41
Hause,zu,17.41
,,den,17.41
darüber,Politik,17.41
Politik,darüber,17.41
deutsche,verloren,17.41
in,verschiedenen,17.4
weiter,mitspielen,17.4
gehören zu,der,17.4
der,9.,17.4
bleiben,muss,17.4
9.,der,17.4
mitspielen,weiter,17.4
im,Radio,17.4
der,gehören zu,17.4
muss,bleiben,17.4
Radio,im,17.4
verschiedenen,in,17.4
Bayern München,Deutscher,17.39
Mensch,ein,17.39
damit,dass,17.39
Soldaten,schießen,17.39
ein,Mensch,17.39
Deutscher,Bayern München,17.39
dass,damit,17.39
schießen,Soldaten,17.39
In,Philippinen,17.38
Philippinen,In,17.38
ist nicht,genug,17.38
seine,Gesundheit,17.38
Gesundheit,seine,17.38
genug,ist nicht,17.38
Mehr,verletzt,17.37
ein,englischer,17.37
ihren,Job,17.37
versprochen,Die Regierung,17.37
stark,so,17.37
Job,ihren,17.37
englischer,ein,17.37
NPD,nicht gut,17.37
nicht gut,NPD,17.37
Die Regierung,versprochen,17.37
so,stark,17.37
Dortmund,München,17.37
München,Dortmund,17.37
Israel,Juden,17.37
Computer-Programm,ein,17.37
ein,Computer-Programm,17.37
Juden,Israel,17.37
verletzt,Mehr,17.37
als,200,17.36
Muslime,großes,17.36
als,40,17.36
Das,Fest,17.36
40,als,17.36
großes,Muslime,17.36
200,als,17.36
lang,Wulff,17.36
Mannschaften,Leverkusen,17.36
Fest,Das,17.36
Mindest-Löhne,gibt,17.36
Wulff,lang,17.36
Leverkusen,Mannschaften,17.36
Sport-Art,Spiele,17.36
Spiele,Sport-Art,17.36
gibt,Mindest-Löhne,17.36
Halb-Finale,Bayern,17.35
Bayern,Halb-Finale,17.35
die,an,17.34
geeinigt,Länder,17.34
Europäische Union,beschlossen,17.34
sein,wird,17.34
an,die,17.34
Prozess,bis,17.34
beschlossen,Europäische Union,17.34
bis,Prozess,17.34
Länder,geeinigt,17.34
wird,sein,17.34
Merkel,gesprochen,17.33
Jahre,74,17.33
spielen,Bundesliga,17.33
Portugal,Länder,17.33
getan,herausfinden,17.33
Wie,noch,17.33
Bundesliga,spielen,17.33
74,Jahre,17.33
beide,wollen,17.33
wollen,beide,17.33
gesprochen,Merkel,17.33
Islamisten,wollen,17.33
wollen,Islamisten,17.33
Länder,Portugal,17.33
herausfinden,getan,17.33
noch,Wie,17.33
und,Spanien,17.32
Gegner,Meinung,17.32
Spanien,und,17.32
Schweden,Welt-Meisterschaft,17.32
Meinung,Gegner,17.32
Welt-Meisterschaft,Schweden,17.32
fast,Jahre lang,17.31
Jahre lang,fast,17.31
Dabei,verletzt,17.31
verletzt,Dabei,17.31
Fußball-Verein,Real Madrid,17.31
Real Madrid,Fußball-Verein,17.31
gewonnen,Fußball-National-Mannschaft,17.3
Deutschland,Ländern,17.3
Ländern,Deutschland,17.3
Fußball-National-Mannschaft,gewonnen,17.3
paar,Jahren,17.28
vergangenen,Jahren,17.28
Gold,unter,17.28
wollen,ob,17.28
Jahren,paar,17.28
unter,Gold,17.28
ob,wollen,17.28
Jahren,vergangenen,17.28
geklettert,sind,17.27
gewonnen,Schalke,17.27
Mindestens,sind,17.27
Schalke,gewonnen,17.27
größten,Parteien,17.27
deutsche,Auto-Rennen,17.27
ZDF,beim,17.27
Wut-Bürger,sind,17.27
Parteien,größten,17.27
Auto-Rennen,deutsche,17.27
deutsche,Europa-Meister,17.27
hat,Chancen,17.27
deutschen,Löw,17.27
sind,geklettert,17.27
Europa-Meister,deutsche,17.27
Schüler,deutschen,17.27
deutschen,Schüler,17.27
Chancen,hat,17.27
beim,ZDF,17.27
Löw,deutschen,17.27
sind,Wut-Bürger,17.27
sind,Mindestens,17.27
Schulen,Beispiel,17.26
Fußball-Mannschaften,Dortmund,17.26
Beispiel,Sänger,17.26
Beispiel,Schulen,17.26
Sport-Arten,Olympischen,17.26
Viele,ärgern,17.26
Olympischen,Sport-Arten,17.26
Dortmund,Fußball-Mannschaften,17.26
Sänger,Beispiel,17.26
ärgern,Viele,17.26
Sebastian,Moment,17.25
Moment,Sebastian,17.25
zu,bauen,17.24
Wasser,das,17.24
Klopp,Der,17.24
das,Wasser,17.24
bauen,zu,17.24
Der,Klopp,17.24
Grass,sagt,17.23
einmal,ob,17.23
den,gehört zu,17.23
sagt,Grass,17.23
gehört zu,den,17.23
ob,einmal,17.23
beste,für,17.22
50,alt,17.22
alt,50,17.22
für,beste,17.22
Bundes-Land,liegt,17.22
liegt,Bundes-Land,17.22
unsere,Wir,17.21
Bayern,wechselt,17.21
hat,ausgedacht,17.21
zu,zu schaffen,17.21
150,als,17.21
zu weit,zu,17.21
ausgedacht,hat,17.21
zu,harter,17.21
zu zahlen,zu,17.21
zu,zu weit,17.21
Wir,unsere,17.21
als,150,17.21
Experten,sagen,17.21
zu,André,17.21
André,zu,17.21
zu,zu zahlen,17.21
zu schaffen,zu,17.21
überwacht,Merkel,17.21
als,300,17.21
zwingen,zu,17.21
müssen,wir,17.21
wechselt,Bayern,17.21
zu,zwingen,17.21
Preis,Daniel,17.21
Merkel,überwacht,17.21
Daniel,Preis,17.21
hat,Geheimnisse,17.21
300,als,17.21
Geheimnisse,hat,17.21
sagen,Experten,17.21
jetzt,,,17.21
wir,müssen,17.21
,,jetzt,17.21
“,mir,17.21
veröffentlicht,hat,17.21
hat,veröffentlicht,17.21
harter,zu,17.21
mir,“,17.21
zu 2,Mannschaft,17.2
anderen,europäischen,17.2
“,Die,17.2
FDP,Treffen,17.2
Forscher,König,17.2
Treffen,FDP,17.2
europäischen,anderen,17.2
König,Forscher,17.2
Europäischen,Ukraine,17.2
Mannschaft,zu 2,17.2
Ukraine,Europäischen,17.2
Die,“,17.2
suchen,helfen,17.19
mindestens,Partei,17.19
Regierung,Ukraine,17.19
gewonnen,Sportlerin,17.19
helfen,suchen,17.19
Partei,mindestens,17.19
Sportlerin,gewonnen,17.19
wollen,bilden,17.19
bilden,wollen,17.19
Ukraine,Regierung,17.19
aus,Hoffenheim,17.18
Gesetz,gegen,17.18
Lapid,will,17.18
will,Gerechtigkeit,17.18
Hoffenheim,aus,17.18
will,Lapid,17.18
gegen,Gesetz,17.18
Gerechtigkeit,will,17.18
Bomben,haben,17.17
werden,überprüft,17.17
haben,vorgeworfen,17.17
gefälscht,haben,17.17
haben,Bomben,17.17
haben,gefälscht,17.17
einen,Chef,17.17
Chef,einen,17.17
vorgeworfen,haben,17.17
überprüft,werden,17.17
Zeit,in,17.16
Millionen,musste,17.16
musste,Millionen,17.16
Auf,aufgebaut,17.16
in,Zeit,17.16
aufgebaut,Auf,17.16
zusammentun,er,17.15
er,unschuldig,17.15
er,zusammentun,17.15
Jury,“,17.15
“,Jury,17.15
unschuldig,er,17.15
heraus,Jetzt,17.14
Land,Brasilien,17.14
Brasilien,Land,17.14
Jetzt,heraus,17.14
sie,ihr,17.13
ab,gilt,17.13
ihr,sie,17.13
Regierungs-Chef,Der,17.13
gilt,ab,17.13
0,verloren,17.13
verloren,0,17.13
Der,Regierungs-Chef,17.13
lang,Leben,17.12
Leben,lang,17.12
Regierungs-Chef,neuer,17.11
neuer,Regierungs-Chef,17.11
Lied,Gruppe,17.1
Gruppe,Lied,17.1
Schulden,viele,17.1
bei,Treffen,17.1
Treffen,bei,17.1
viele,Schulden,17.1
ausgeben,viel Geld,17.1
nicht,frei,17.1
frei,nicht,17.1
viel Geld,ausgeben,17.1
dass,Lapid,17.09
das erste Mal,dass,17.09
Büros,Russland,17.09
geworden,schon,17.09
schon,geworden,17.09
berühmter,Schriftsteller,17.09
erste Mal,dass,17.09
dass,das erste Mal,17.09
Russland,eng,17.09
dass,erste Mal,17.09
Lapid,dass,17.09
eng,Russland,17.09
Schriftsteller,berühmter,17.09
Russland,Büros,17.09
,,noch einmal,17.08
weiter,gehen,17.08
noch einmal,,,17.08
auch,will,17.08
will,auch,17.08
Menschen,ausspioniert,17.08
gehen,weiter,17.08
Menschen,leiden,17.08
ausspioniert,Menschen,17.08
leiden,Menschen,17.08
SPD,bilden,17.06
Der,„,17.06
1.,Moment,17.06
Manchester,Trainer,17.06
ZDF,Richter,17.06
„,Der,17.06
er,Mit,17.06
Trainer,Manchester,17.06
Mit,er,17.06
Richter,ZDF,17.06
Moment,1.,17.06
bilden,SPD,17.06
Muslime,Tag,17.05
Bei,Stimmen,17.05
Schalke,Leverkusen,17.05
Leverkusen,Schalke,17.05
Stimmen,Bei,17.05
Tag,Muslime,17.05
geredet,über,17.04
bekommen,Bundestags-Wahl,17.04
Bundestags-Wahl,bekommen,17.04
über,geredet,17.04
Kirche,Frauen,17.03
kritisieren,Regierung,17.03
vorher,hatte,17.03
viel,verliert,17.03
nächsten,soll,17.03
hatte,vorher,17.03
verliert,viel,17.03
geregnet,viel,17.03
Regierung,kritisieren,17.03
will nicht,Regierung,17.03
viel,geregnet,17.03
weiß,er,17.03
Frauen,Kirche,17.03
Regierung,will nicht,17.03
er,weiß,17.03
soll,nächsten,17.03
Am,1.,17.02
Deutscher,geworden,17.02
lebte,bis,17.02
20,über,17.02
über,20,17.02
haben,Länder,17.02
1.,Am,17.02
Länder,haben,17.02
bis,lebte,17.02
geworden,Deutscher,17.02
Vertrag,steht,17.01
Diskussion,eine,17.01
USA,die,17.01
Politiker,dass,17.01
die,USA,17.01
dass,Politiker,17.01
steht,Vertrag,17.01
eine,Diskussion,17.01
heißt,,,17
Kirche,Vereinten,17
Sturm,hat,17
,,heißt,17
Kirche,Vereinten Nationen,17
in,York,17
in,New,17
hat,Sturm,17
Vereinten Nationen,Kirche,17
New York,in,17
in,New York,17
New,in,17
Vereinten,Kirche,17
York,in,17
Demonstrationen,gab,16.99
gab,Demonstrationen,16.99
Rechte,Mandela,16.98
Mandela,Rechte,16.98
glauben,Ausländer,16.98
war,Rennen,16.98
Ausländer,glauben,16.98
Die Regierung,Park,16.98
Park,Die Regierung,16.98
Rennen,war,16.98
Brasilien,eingesetzt,16.97
Geld,verdient,16.97
eingesetzt,Brasilien,16.97
verdient,Geld,16.97
Stadt,fand,16.97
eingesetzt,Leben,16.97
Experten,,,16.97
fand,Stadt,16.97
Leben,eingesetzt,16.97
,,Experten,16.97
bekommt,Bären,16.96
