word,word,sig
,,genug,19.42
alle,gleichen,19.41
gleichen,alle,19.41
FC,Der,19.4
Der,FC,19.4
16.,am,19.4
am,16.,19.4
70,fast,19.39
des,Teil,19.39
war,im Urlaub,19.39
im Urlaub,war,19.39
darüber,abstimmen,19.39
Firmen,Gen-Mais,19.39
Gen-Mais,Firmen,19.39
München,von,19.39
von,München,19.39
Teil,des,19.39
abstimmen,darüber,19.39
fast,70,19.39
Sturm,gegeben,19.38
Menschen,behinderte,19.38
den,mit,19.38
viel,lernen,19.38
seinem,Geburtstag,19.38
behinderte,Menschen,19.38
Menschen,feiern,19.38
lernen,viel,19.38
mit,den,19.38
über,Bücher,19.38
gegeben,Sturm,19.38
Die,Forscher,19.38
Bücher,über,19.38
feiern,Menschen,19.38
Geburtstag,seinem,19.38
Forscher,Die,19.38
verboten,Doping,19.37
Doping,verboten,19.37
Parteien,Regierung,19.37
abschaffen,will,19.37
Amt,bleiben,19.37
Regierung,Parteien,19.37
entschieden,Jetzt,19.37
will,abschaffen,19.37
Jetzt,entschieden,19.37
bleiben,Amt,19.37
Einwanderer,viele,19.36
über,Bericht,19.36
viele,Einwanderer,19.36
Bericht,über,19.36
Tor,noch,19.36
Zeitung,”,19.36
noch,Tor,19.36
Prozess,Der,19.36
Der,Prozess,19.36
ganzen,Menschen,19.36
”,Zeitung,19.36
Menschen,ganzen,19.36
Sein,Gegner,19.35
an,Tieren,19.35
Wort,Krebs,19.35
Gegner,Sein,19.35
gefunden,niemand,19.35
Krebs,Wort,19.35
niemand,gefunden,19.35
Tieren,an,19.35
dass,Manager,19.34
mit,eng,19.34
In,Krieg,19.34
Krieg,In,19.34
eng,mit,19.34
Manager,dass,19.34
Pause,machen,19.32
Russland,Pussy,19.32
Der,Jürgen Klopp,19.32
Der,Daniel,19.32
Russland,Riot,19.32
Riot,Russland,19.32
Daniel,Der,19.32
machen,Pause,19.32
Pussy,Russland,19.32
gesungen,Russland,19.32
nicht,Politiker,19.32
Jürgen Klopp,Der,19.32
Russland,gesungen,19.32
Politiker,nicht,19.32
finden,Leute,19.31
großes,es,19.31
Leute,finden,19.31
deutsche,oberste,19.31
gut,es,19.31
Berlinale,auf,19.31
hat,Obama,19.31
Frau,einem,19.31
hat,Bundes-Kanzlerin,19.31
einem,Frau,19.31
es,gut,19.31
oberste,deutsche,19.31
Obama,hat,19.31
Rebellen,Regierung,19.31
Bundes-Kanzlerin,hat,19.31
es,großes,19.31
auf,Berlinale,19.31
Regierung,Rebellen,19.31
ihrer,bei,19.3
“,Republik,19.3
das,Parlament,19.3
seinen,macht,19.3
Ring,“,19.3
“,Ring,19.3
das,Aber,19.3
Aber,das,19.3
Parlament,das,19.3
macht,seinen,19.3
Republik,“,19.3
bei,ihrer,19.3
Neo-Nazis,schreiben,19.29
schreiben,Neo-Nazis,19.29
und,Müller,19.28
einer,Woche,19.28
Haus,Fotos,19.28
und,Freunde,19.28
Saison,1.,19.28
Freunde,und,19.28
1.,Saison,19.28
Einfluss,Das,19.28
Welt-Meister,Formel,19.28
Fotos,Haus,19.28
Bayern,1,19.28
Das,Einfluss,19.28
Formel,Welt-Meister,19.28
Woche,einer,19.28
1,Bayern,19.28
Müller,und,19.28
alles,:,19.27
:,alles,19.27
für,viel Geld,19.27
Jahren,7,19.27
7,Jahren,19.27
viel Geld,für,19.27
Viele,haben,19.26
über,3.000,19.26
ist,erste,19.26
habe,bin,19.26
haben,Viele,19.26
Menschen,auf,19.26
erste,ist,19.26
auf,Menschen,19.26
3.000,über,19.26
bin,habe,19.26
1.,Seit,19.25
Seit,1.,19.25
seine,nannte,19.24
Museum,Bilder,19.24
nannte,seine,19.24
Bilder,Museum,19.24
gestorben,Dabei,19.24
seine,Rolle,19.24
Dabei,gestorben,19.24
Rolle,seine,19.24
Raketen,Israel,19.23
raucht,viel,19.23
soll,abgeschrieben,19.23
gab,Kämpfe,19.23
viel,raucht,19.23
seinen,feiern,19.23
feiern,seinen,19.23
abgeschrieben,soll,19.23
Kämpfe,gab,19.23
Israel,Raketen,19.23
Madrid,Mannschaft,19.22
Saison,Mannschaft,19.22
Mannschaft,Saison,19.22
Mannschaft,Madrid,19.22
müssen,tun,19.21
welche,sich,19.21
Große,eine,19.21
Mursi,Präsident,19.21
tun,müssen,19.21
eine,besondere,19.21
Vier-Schanzen-Tournee,4,19.21
eine,Große,19.21
Europäische,hat,19.21
besondere,eine,19.21
Präsident,Mursi,19.21
hat,Europäische,19.21
4,Vier-Schanzen-Tournee,19.21
sich,welche,19.21
Dafür,sie,19.2
ärgern,Menschen,19.2
nichts,dagegen,19.2
Menschen,ärgern,19.2
dagegen,nichts,19.2
sie,Dafür,19.2
Das Finale,in der Stadt,19.19
Keiner,genau,19.19
Champions,Wolfsburg,19.19
Länder,Kanada,19.19
glauben,Experten,19.19
Kanada,Länder,19.19
Experten,glauben,19.19
genau,Keiner,19.19
Wolfsburg,Champions,19.19
in der Stadt,Das Finale,19.19
geeinigt,Politik,19.19
Politik,geeinigt,19.19
Freunde,ganzen,19.18
ganzen,Freunde,19.18
Monde,”,19.17
”,Brit-Awards,19.17
Untergrund,”,19.17
-,”,19.17
”,Krimi-Serie,19.17
French Open,”,19.17
Cup,”,19.17
”,House,19.17
”,Verpackung,19.17
American,”,19.17
Hustle,”,19.17
Gravity,”,19.17
Le,”,19.17
Krimi-Serie,”,19.17
”,Ring des Nibelungen,19.17
”,Hustle,19.17
”,Random,19.17
Verein,den,19.17
”,Cup,19.17
”,Random House,19.17
”,Findet,19.17
Brit-Awards,”,19.17
”,Untergrund,19.17
Wut-Bürger,”,19.17
”,Monde,19.17
”,Penguin,19.17
”,Homeland,19.17
French,”,19.17
”,Gravity,19.17
”,Le,19.17
”,French,19.17
”,Nibelungen,19.17
den,Verein,19.17
”,Französisch,19.17
Ring des Nibelungen,”,19.17
Großer Preis,”,19.17
Homeland,”,19.17
Random,”,19.17
Verpackung,”,19.17
et,”,19.17
”,Turner-Preis,19.17
”,Le Monde,19.17
”,French Open,19.17
Nibelungen,”,19.17
Turner-Preis,”,19.17
Random House,”,19.17
Findet,”,19.17
”,American,19.17
”,-,19.17
Penguin,”,19.17
”,et,19.17
Le Monde,”,19.17
Französisch,”,19.17
”,Wut-Bürger,19.17
House,”,19.17
”,Großer Preis,19.17
Russland,Snowden,19.16
sollte,finden,19.16
finden,sollte,19.16
Jan Ullrich,:,19.16
kann,noch,19.16
er,nicht mehr,19.16
Jan,:,19.16
CDU,bilden,19.16
Ullrich,:,19.16
noch,kann,19.16
nicht mehr,er,19.16
:,Jan,19.16
bilden,CDU,19.16
:,Jan Ullrich,19.16
:,Ullrich,19.16
Snowden,Russland,19.16
100,mehr als,19.15
ausgeschieden,schon,19.15
So,nie,19.15
schon,ausgeschieden,19.15
nie,So,19.15
mehr als,100,19.15
eines,Welt,19.14
Präsident,Maduro,19.14
so groß wie,ist,19.14
Welt,eines,19.14
Mars,Indien,19.14
ist,reich,19.14
ist,so groß wie,19.14
Maduro,Präsident,19.14
ist,ausgebrochen,19.14
ist,gesprungen,19.14
reich,ist,19.14
Indien,Mars,19.14
gesprungen,ist,19.14
ausgebrochen,ist,19.14
fahren,Winter-Spielen,19.13
2.,Liga,19.13
Winter-Spielen,fahren,19.13
Liga,2.,19.13
Kranken-Haus,einem,19.12
einem,Kranken-Haus,19.12
Die Regierung,dass,19.1
der,Tor,19.1
Tor,der,19.1
Leverkusen,Dortmund,19.1
dass,Die Regierung,19.1
Dortmund,Leverkusen,19.1
Insgesamt,Filme,19.09
hatte,einen,19.09
Duden,Deutsche,19.09
einen,hatte,19.09
Borussia,Madrid,19.09
Tor-Hüterin,deutsche,19.09
Götze,Borussia,19.09
Borussia,Götze,19.09
Deutsche,Duden,19.09
Filme,Insgesamt,19.09
Madrid,Borussia,19.09
deutsche,Tor-Hüterin,19.09
allen,fast,19.08
aus,ging,19.08
zu 1,Fußball-National-Mannschaft,19.08
Berlin,Das Finale,19.08
Das Finale,Berlin,19.08
fast,allen,19.08
Fußball-National-Mannschaft,zu 1,19.08
ging,aus,19.08
Fußball-Verein,United,19.07
United,Fußball-Verein,19.07
gespielt,Auch,19.07
Auch,gespielt,19.07
League,Wolfsburg,19.07
Wolfsburg,League,19.07
Fußball-Spieler,Arsenal,19.06
benutzen,Wort,19.06
Turnier,gewonnen,19.06
Wort,benutzen,19.06
Arsenal,Fußball-Spieler,19.06
gewonnen,Turnier,19.06
nur,Tages-Zeitungen,19.05
Tages-Zeitungen,nur,19.05
Viertel-Finale,im,19.05
im,Viertel-Finale,19.05
zusammen mit,regieren,19.05
regieren,zusammen mit,19.05
2.,3.,19.04
3.,2.,19.04
gilt,als,19.03
Bayern,Finale,19.03
vor,Büchern,19.03
Büchern,vor,19.03
Finale,Bayern,19.03
als,gilt,19.03
bis,2006,19.02
jetzt,sollen,19.02
Kiel,geworden,19.02
Jahren,18,19.02
sollen,jetzt,19.02
Spiel,Leverkusen,19.02
Leverkusen,Spiel,19.02
18,Jahren,19.02
wollen,zusammen arbeiten,19.02
geworden,Kiel,19.02
2006,bis,19.02
zusammen arbeiten,wollen,19.02
wollen,arbeiten,19.01
weniger,verdienen,19.01
verdienen,weniger,19.01
und,Zum,19.01
Zum,und,19.01
arbeiten,wollen,19.01
Rheinland-Pfalz,von,19
Chef,Kirche,19
von,Rheinland-Pfalz,19
von,Baschar,19
von,Namen von,19
Baschar,von,19
von,Hitler,19
von,Süden,19
Süden,von,19
Kirche,Chef,19
al-Assad,von,19
Aufseher,von,19
weiter,Doktor,19
von,Aufseher,19
von,al-Assad,19
Hitler,von,19
Doktor,weiter,19
Namen von,von,19
eingestürzt,Vor,18.99
Özil,Spieler,18.99
Halb-Finale,Das Spiel,18.99
Die,Bundes-Regierung,18.99
Regel,Eine,18.99
Ringen,Spiele,18.99
Spiele,Ringen,18.99
Spieler,Özil,18.99
Bundes-Regierung,Die,18.99
Jahren,mehr als,18.99
mehr als,Jahren,18.99
Vor,eingestürzt,18.99
Eine,Regel,18.99
Das Spiel,Halb-Finale,18.99
schnell,Autos,18.98
mir,:,18.98
Autos,schnell,18.98
:,mir,18.98
sich,hat,18.98
:,stimmt,18.98
stimmt,:,18.98
hat,sich,18.98
Richter,Bundes-Verfassungsgericht,18.97
Als,Ziel,18.97
kann,beraten,18.97
Gegner,sagen,18.97
Wissenschaftler,Niedersachsen,18.97
Ziel,Als,18.97
sagen,Gegner,18.97
Niedersachsen,Wissenschaftler,18.97
beraten,kann,18.97
Trainer,Manchester United,18.97
Bundes-Verfassungsgericht,Richter,18.97
Manchester United,Trainer,18.97
vergeben,Buch-Messe,18.96
Raum,dem,18.96
auf dem Mond,dem,18.96
dem,auf dem Schiff,18.96
Im,0,18.96
auf dem Schiff,dem,18.96
dem,auf dem Mond,18.96
0,Im,18.96
aus dem Ausland,dem,18.96
dem,Gottesdienst,18.96
dem,Europäischen Parlament,18.96
dem,Raum,18.96
dem,aus dem Ausland,18.96
Gottesdienst,dem,18.96
Europäischen Parlament,dem,18.96
Buch-Messe,vergeben,18.96
verboten,Gift-Gas,18.95
Gift-Gas,verboten,18.95
andere,auch noch,18.93
Daran,er,18.93
in,London,18.93
auch noch,andere,18.93
London,in,18.93
er,Daran,18.93
Tage,Film-Festival,18.92
Film-Festival,Tage,18.92
dritten,Mal,18.92
Mal,dritten,18.92
SPD,Sigmar Gabriel,18.92
SPD,Sigmar,18.92
Bank,Schweiz,18.92
Sigmar,SPD,18.92
Sigmar Gabriel,SPD,18.92
Schweiz,Bank,18.92
Die Chefs,Amazon,18.92
Amazon,Die Chefs,18.92
Welt-Meister,Sebastian,18.91
Sebastian,Welt-Meister,18.91
Neben-Darsteller,den,18.9
stellen,vor,18.9
gespielt,Madrid,18.9
Müller,geschossen,18.9
,,ich,18.9
den,Verkauf,18.9
Winterspielen,den,18.9
gespielt,Real,18.9
ich,,,18.9
den,Winterspielen,18.9
vor,stellen,18.9
Real,gespielt,18.9
den,Neben-Darsteller,18.9
wie,hoch,18.9
hoch,wie,18.9
Madrid,gespielt,18.9
geschossen,Müller,18.9
Verkauf,den,18.9
Borussia,bei,18.89
aus,Dortmund,18.89
Ukraine,mit,18.89
bei,Borussia,18.89
Dortmund,aus,18.89
mit,Ukraine,18.89
so,bleiben,18.88
daraus,kann,18.88
bleiben,so,18.88
kann,daraus,18.88
60,lang,18.88
Fußball-Mannschaften,In,18.88
In,Fußball-Mannschaften,18.88
lang,60,18.88
man sie,kann,18.88
kann,man sie,18.88
Stunde,Arbeit,18.87
Arbeit,Stunde,18.87
große,Bangladesch,18.87
dafür,bezahlen,18.87
Bangladesch,große,18.87
bezahlen,dafür,18.87
Geld,Zinsen,18.86
Zinsen,Geld,18.86
Politiker,schicken,18.85
schicken,Politiker,18.85
es,Diskussion,18.84
gesagt,er hat,18.84
Diskussion,es,18.84
noch,hoch,18.84
er hat,gesagt,18.84
hoch,noch,18.84
noch,bisher,18.83
bisher,noch,18.83
mehr,verdienen,18.83
keine,schicken,18.83
steht,dass,18.83
schicken,keine,18.83
dass,steht,18.83
verdienen,mehr,18.83
nennt,auch,18.82
Alcántara,Verein,18.82
auch,nennt,18.82
Verein,Alcántara,18.82
zeigen,wollten,18.82
wollten,zeigen,18.82
Weil,Punkte,18.81
bedeutet,Abkürzung,18.81
:,steht,18.81
Abkürzung,bedeutet,18.81
Grünen,Vorschlag,18.81
Punkte,Weil,18.81
Vorschlag,Grünen,18.81
ihre,Eltern,18.81
steht,:,18.81
Eltern,ihre,18.81
er,verraten,18.8
im,Ski-Springen,18.8
verraten,er,18.8
Mehrheit,im,18.8
zufrieden,nicht,18.8
Ski-Springen,im,18.8
nicht,zufrieden,18.8
im,Mehrheit,18.8
Silber-Medaillen,und,18.79
lesbische,und,18.79
Näherinnen,und,18.79
gewonnen,aus,18.79
einsetzt,für,18.79
und dann,und,18.79
und,Mann und Frau,18.79
Kirchen,und,18.79
Näher,und,18.79
und,Näher,18.79
zusammen arbeiten,weiter,18.79
und,Näherinnen,18.79
Mann und Frau,und,18.79
für,einsetzt,18.79
in,Russland,18.79
am Tag,und,18.79
und,Kirchen,18.79
und,und dann,18.79
und,Silber-Medaillen,18.79
Russland,in,18.79
weiter,zusammen arbeiten,18.79
und,lesbische,18.79
aus,gewonnen,18.79
und,am Tag,18.79
Banken,Europäische Union,18.78
ändert,sich,18.78
2014,Brasilien,18.78
telefoniert,mit,18.78
sich,ändert,18.78
Brasilien,2014,18.78
Europäische Union,Banken,18.78
mit,telefoniert,18.78
Champions-League,Mannschaft,18.77
Lettland,Seit,18.77
der,Punkte,18.77
Mannschaft,Champions-League,18.77
Punkte,der,18.77
nichts,gesagt,18.77
gesagt,nichts,18.77
Seit,Lettland,18.77
anderen,Ministern,18.76
Ministern,anderen,18.76
Euro-Zone,Land,18.76
Mannschaften,Champions,18.76
Land,Euro-Zone,18.76
werden,verboten,18.76
Champions,Mannschaften,18.76
verboten,werden,18.76
City,“,18.75
2.,Platz,18.75
“,Die Welt,18.75
In,Griechenland,18.75
Griechenland,In,18.75
genannt,“,18.75
Platz,2.,18.75
gewonnen,Jahr,18.75
50,Millionen,18.75
“,Argo,18.75
“,genannt,18.75
Millionen,50,18.75
“,City,18.75
Die Welt,“,18.75
Argo,“,18.75
Jahr,gewonnen,18.75
bestraft,wird,18.74
wird,bestraft,18.74
Konferenz,der,18.74
der,Konferenz,18.74
wichtigsten,einer,18.73
in,ganz Deutschland,18.73
,,Leute,18.73
Wörter,Sprache,18.73
ihre,Menschen,18.73
Sprache,Wörter,18.73
ganz Deutschland,in,18.73
Auto-Rennen,in,18.73
in,Auto-Rennen,18.73
Menschen,ihre,18.73
einer,wichtigsten,18.73
Leute,,,18.73
bestimmen,Firmen,18.72
aus,gesprungen,18.72
gesprungen,aus,18.72
arbeitet,CDU,18.72
aus,Lyon,18.72
war,Christian Wulff,18.72
Firmen,bestimmen,18.72
CDU,arbeitet,18.72
Christian Wulff,war,18.72
Lyon,aus,18.72
Mitarbeiter,Die,18.71
falsch,findet,18.71
findet,falsch,18.71
März,20.,18.71
Die,Mitarbeiter,18.71
20.,März,18.71
Verein,Trainer,18.7
Trainer,Verein,18.7
Zeitung,Journalisten,18.69
Journalisten,Zeitung,18.69
verbieten,Partei,18.69
Partei,verbieten,18.69
Ukraine,Europäischen Union,18.69
Europäischen Union,Ukraine,18.69
man,Fernsehen,18.68
Am,Samstag,18.68
Chefs,setzen,18.68
CDU,Grünen,18.68
Grünen,CDU,18.68
Bad,Stadt,18.68
Stadt,Bad,18.68
In,Syrien,18.68
Stadt,Kusseir,18.68
Syrien,In,18.68
setzen,Chefs,18.68
Kusseir,Stadt,18.68
Fernsehen,man,18.68
Samstag,Am,18.68
auf die Straße,um,18.67
Angriff,einen,18.67
einen,Angriff,18.67
um,auf die Straße,18.67
den,bei,18.66
bei,den,18.66
um,Dabei,18.65
schon,Europa-Meister,18.65
Gas,das,18.65
Dabei,um,18.65
Europa-Meister,schon,18.65
das,Gas,18.65
Fragen,Journalisten,18.64
Gold-Medaille,diesem,18.64
hoffen,besser,18.64
diesem,Gold-Medaille,18.64
besser,hoffen,18.64
Journalisten,Fragen,18.64
.,In,18.63
deshalb,Viele,18.63
um,raus,18.63
ihnen,Viele,18.63
Viele,ihnen,18.63
retten,um,18.63
um,retten,18.63
Polizei,Organisationen,18.63
Organisationen,Polizei,18.63
Viele,deshalb,18.63
raus,um,18.63
In,.,18.63
an dem,Tag,18.62
Tag,an dem,18.62
klar,gewonnen,18.61
letzten,Stimmen,18.61
League,Mannschaften,18.61
Mannschaften,League,18.61
Stimmen,letzten,18.61
gewonnen,klar,18.61
sollen,einladen,18.6
Land,Kenia,18.6
Kenia,Land,18.6
Serbien,Land,18.6
einladen,sollen,18.6
Land,Serbien,18.6
Die Welt,Die,18.59
Die,Die Insel,18.59
Die,Die Welt,18.59
im,Urlaub,18.59
Koalition,regieren,18.59
Urlaub,im,18.59
Die Insel,Die,18.59
regieren,Koalition,18.59
Der,wichtigste,18.58
Der,Renn-Fahrer,18.58
wichtigste,Der,18.58
Renn-Fahrer,Der,18.58
gibt,große,18.57
Facebook,bei,18.57
große,gibt,18.57
gewonnen.,nach,18.57
Gericht,Das,18.57
Das,Gericht,18.57
nach,gewonnen.,18.57
Braun-Kohle,nach,18.57
bei,Facebook,18.57
geschafft,Renn-Fahrer,18.57
Renn-Fahrer,geschafft,18.57
nach,Braun-Kohle,18.57
Mindest-Lohn,soll,18.56
will,prüfen,18.56
prüfen,will,18.56
soll,Mindest-Lohn,18.56
sehen,können,18.56
können,sehen,18.56
von,Hans,18.55
von,Pussy,18.55
Boote,sind,18.55
sind,Boote,18.55
Riot,von,18.55
hintereinander,4,18.55
von,Hans Riegel,18.55
4,hintereinander,18.55
Pussy,von,18.55
Hans Riegel,von,18.55
von,Riot,18.55
richtig,fand,18.55
Hans,von,18.55
fand,richtig,18.55
wenig,Punkte,18.54
stehen,Duden,18.54
Punkte,wenig,18.54
Duden,stehen,18.54
2,deutsche,18.53
deutsche,2,18.53
dabei,getötet,18.53
arme,Länder,18.53
getötet,dabei,18.53
Länder,arme,18.53
Verein,1,18.52
wenn,oder,18.52
1,Verein,18.52
oder,wenn,18.52
Monate,3,18.52
3,Monate,18.52
die,frei,18.52
“,Musik-Gruppe,18.52
frei,die,18.52
Musik-Gruppe,“,18.52
anderes,Wort,18.51
Die Grünen,”,18.51
Wort,anderes,18.51
”,Die Grünen,18.51
jetzt,herausfinden,18.51
herausfinden,jetzt,18.51
Die,Demonstranten,18.5
Demonstranten,Die,18.5
verloren,Wimbledon,18.49
sich,dafür,18.49
Politiker,viele,18.49
,,gewinnt,18.49
dafür,sich,18.49
unentschieden,Das,18.49
Das,unentschieden,18.49
gewinnt,,,18.49
überlegt,,,18.49
viele,Politiker,18.49
,,überlegt,18.49
Wimbledon,verloren,18.49
regiert,FDP,18.48
Menschen,Manche,18.48
FDP,regiert,18.48
Frankfurt,Banken,18.48
am,23.,18.48
Grüne,FDP,18.48
Banken,Frankfurt,18.48
23.,am,18.48
Deutschen,haben,18.48
haben,Deutschen,18.48
Manche,Menschen,18.48
FDP,Grüne,18.48
Lewandowski,spielen,18.47
muss,mindestens,18.47
mindestens,muss,18.47
im,streng verboten,18.47
streng verboten,im,18.47
1. Klasse,im,18.47
im Süden von,im,18.47
im,im Süden von,18.47
im,1. Klasse,18.47
10,Film-Festival,18.47
im Süden,im,18.47
im,im Süden,18.47
spielen,Lewandowski,18.47
Film-Festival,10,18.47
einmal,Fall,18.46
Parteien,kleine,18.46
Fall,einmal,18.46
kleine,Parteien,18.46
dass,bestimmt,18.45
geschossen,haben,18.45
haben,geschossen,18.45
verhandeln,wollen,18.45
wollen,verhandeln,18.45
bestimmt,dass,18.45
Politiker,empört,18.43
United,Trainer,18.43
Preis,Lebens-Werk,18.43
Trainer,United,18.43
empört,Politiker,18.43
Frauen,Fußball-National-Mannschaft,18.43
Fußball-National-Mannschaft,Frauen,18.43
Lebens-Werk,Preis,18.43
London,Bayern,18.42
verraten,Weil,18.42
Der,Spiegel,18.42
fertig,gebaut,18.42
Spiegel,Der,18.42
gebaut,fertig,18.42
Bayern,London,18.42
der,Gruppe,18.42
Weil,verraten,18.42
Gruppe,der,18.42
zum,bringt,18.41
In,eine,18.41
bringt,zum,18.41
Sprache,Internet-Seite,18.41
eine,In,18.41
Internet-Seite,Sprache,18.41
schießen,Tor,18.4
Kohle,wird,18.4
ihm,Doktor-Titel,18.4
Deutscher,ihm,18.4
Tor,gleich,18.4
Tor,schießen,18.4
Millionen Euro,ungefähr,18.4
Doktor-Titel,ihm,18.4
ungefähr,Millionen Euro,18.4
gleich,Tor,18.4
ihm,Deutscher,18.4
wird,Kohle,18.4
weil,Öl,18.39
nichts,sagt,18.39
glauben,Iran,18.39
dort,Von,18.39
Olympischen,mitmachen,18.39
Von,dort,18.39
Iran,glauben,18.39
sagt,nichts,18.39
Öl,weil,18.39
mitmachen,Olympischen,18.39
In,den,18.38
über,10,18.38
über,die,18.38
10,über,18.38
die,über,18.38
den,In,18.38
Formel,beste,18.37
Kritik,viel,18.37
beste,Formel,18.37
viel,Kritik,18.37
Film,Bären,18.36
Bären,Film,18.36
bisher,gedacht,18.36
er,Wahrscheinlich,18.36
Deutschland,Müller,18.36
Müller,Deutschland,18.36
gedacht,bisher,18.36
Wahrscheinlich,er,18.36
gibt es,große,18.35
Champions,nie,18.35
Finanz-Amt,dem,18.35
große,gibt es,18.35
dem,Finanz-Amt,18.35
nie,Champions,18.35
sie,Damit,18.34
Damit,sie,18.34
Dach,vom,18.33
wenn,Kollegen,18.33
darf,verkaufen,18.33
Kollegen,wenn,18.33
klappt,Wenn,18.33
Wenn,klappt,18.33
vom,Dach,18.33
verkaufen,darf,18.33
Sportlerinnen,gewonnen,18.32
Darüber,es,18.32
gewonnen,Wettkampf,18.32
demonstrieren,gegen,18.32
2. Mal,gewonnen,18.32
gegen,demonstrieren,18.32
gewonnen,2. Mal,18.32
Frauen,dass,18.32
es,Darüber,18.32
gewonnen,Sportlerinnen,18.32
Wettkampf,gewonnen,18.32
dass,Frauen,18.32
Soldaten,die,18.31
Die Partei,Die Grünen,18.31
mindestens,jeder,18.31
Rennen,sagte,18.31
Die Grünen,Die Partei,18.31
sagte,Rennen,18.31
jeder,mindestens,18.31
die,Soldaten,18.31
Welt,wichtigsten,18.3
dabei,Sport-Arten,18.3
Ringen,dabei,18.3
kommen,Chancen,18.3
Chancen,kommen,18.3
Sport-Arten,dabei,18.3
wichtigsten,Welt,18.3
dabei,Ringen,18.3
Bundes-Kanzlerin,besucht,18.29
jedes,verliehen,18.29
Themen,gesprochen,18.29
besucht,Bundes-Kanzlerin,18.29
Manche,,,18.29
,,Manche,18.29
gesprochen,Themen,18.29
verliehen,jedes,18.29
gegen das Gesetz,haben,18.28
haben,gegen das Gesetz,18.28
“,Titel,18.28
Titel,“,18.28
gibt es,Heute,18.27
Heute,gibt es,18.27
dauert,Bis,18.26
Bis,dauert,18.26
Verein,Sprache,18.25
Gesetz,Paare,18.25
Immer,Menschen,18.25
Verein,zu 1,18.25
gibt,neue,18.25
neue,gibt,18.25
Sprache,Verein,18.25
Menschen,Immer,18.25
Paare,Gesetz,18.25
dem,Ägypten,18.25
auch,man,18.25
Ägypten,dem,18.25
Wolfsburg,aus,18.25
Frauen,dürfen,18.25
aus,Wolfsburg,18.25
man,auch,18.25
dürfen,Frauen,18.25
zu 1,Verein,18.25
langen,einen,18.24
einmal,früher,18.24
einen,langen,18.24
gewonnen,Spielerinnen,18.24
seine,Tochter,18.24
Tochter,seine,18.24
schlimmen,einen,18.24
Anhänger,seine,18.24
seine,Platzeck,18.24
seine,Anhänger,18.24
Platzeck,seine,18.24
früher,einmal,18.24
Spielerinnen,gewonnen,18.24
einen,schlimmen,18.24
nicht mehr,arbeiten,18.23
können,Behinderung,18.23
die,Ufer,18.23
ihn,gesammelt,18.23
mit,machen,18.23
machen,mit,18.23
die,verhaftet,18.23
verhaftet,die,18.23
arbeiten,nicht mehr,18.23
Behinderung,können,18.23
gesammelt,ihn,18.23
Ufer,die,18.23
Arbeit suchen,eine,18.22
gegeben,In,18.22
Als,er,18.22
Panne,eine,18.22
eine,Eintritts-Karte,18.22
Friedens-Konferenz,eine,18.22
In,gegeben,18.22
Jahre alt,21,18.22
Eintritts-Karte,eine,18.22
21,Jahre alt,18.22
Berufs-Ausbildung,eine,18.22
eine,Arbeit suchen,18.22
eine,Berufs-Ausbildung,18.22
eine,Friedens-Konferenz,18.22
er,Als,18.22
eine,Panne,18.22
Mursi,Macht,18.21
Macht,Mursi,18.21
April,Dienstag,18.21
Dienstag,April,18.21
Juni,Mittwoch,18.2
lange,So,18.2
So,lange,18.2
League,nie,18.2
zusammentun,Damit,18.2
Mittwoch,Juni,18.2
nie,League,18.2
Damit,zusammentun,18.2
einem,Erd-Beben,18.2
Erd-Beben,einem,18.2
50,Jahre alt,18.19
viele,viele Dinge,18.19
viele,Fernseh-Rollen,18.19
Fernseh-Rollen,viele,18.19
viele Fehler,viele,18.19
viele Dinge,viele,18.19
viele,viele Fehler,18.19
doppelt so viele,viele,18.19
doppelt,viele,18.19
viele,doppelt so viele,18.19
Jahre alt,50,18.19
viele,doppelt,18.19
Washington,in der Stadt,18.18
in der Stadt,Washington,18.18
ging,Ball,18.18
Ball,ging,18.18
Mai,Montag,18.17
verdienen,sollen,18.17
China,aus,18.17
aus,China,18.17
sollen,verdienen,18.17
Montag,Mai,18.17
gute,,,18.16
umgehen,gut,18.16
Geld,Bank,18.16
europäischen,Ländern,18.16
Ländern,europäischen,18.16
Bank,Geld,18.16
gut,umgehen,18.16
,,gute,18.16
vorbereitet,gut,18.16
gut,vorbereitet,18.16
Links-Partei,der,18.15
der,Links-Partei,18.15
wechselt,München,18.14
gegen,Galatasaray Istanbul,18.14
Rechnungen,soll,18.14
Streik,Chefs,18.14
Chefs,Streik,18.14
Galatasaray Istanbul,gegen,18.14
soll,fertig sein,18.14
Olympique,gegen,18.14
gegen,Galatasaray,18.14
Einsturz,sind,18.14
Arsenal London,München,18.14
sind,Einsturz,18.14
geregnet,hat,18.14
München,wechselt,18.14
gegen,Olympique,18.14
soll,Rechnungen,18.14
Galatasaray,gegen,18.14
München,Arsenal London,18.14
fertig sein,soll,18.14
hat,geregnet,18.14
gewählt,noch einmal,18.14
noch einmal,gewählt,18.14
Joachim Löw,deutschen,18.13
mindestens,Euro,18.13
zwar,und,18.13
Firmen,Werbung,18.13
Euro,mindestens,18.13
eine,Sport-Art,18.13
finden,anderen,18.13
deutschen,Joachim Löw,18.13
bezahlt,Euro,18.13
große,Diskussion,18.13
Euro,bezahlt,18.13
Sport-Art,eine,18.13
anderen,finden,18.13
